company,location,total_laid_off,date,percentage_laid_off,industry,source,stage,funds_raised,country,date_added,year,month,layoff_size,funding_category
OpenText,"Waterloo, Non-U.S.",1600.0,2025-05-06,,Data,https://betakit.com/opentext-makes-ai-number-one-priority-as-company-slashes-1600-jobs/,Post-IPO,1100.0,Canada,5/16/2025,2025,5,Large,Very High
GenWise,"New Delhi, Non-U.S.",15.0,2025-05-05,0.2,Other,https://entrackr.com/exclusive/exclusive-z47-backed-genwise-lays-off-20-of-workforce-9036952,Seed,3.0,India,5/5/2025,2025,5,Small,Low
Deep Instinct,"Tel Aviv, Non-U.S.",20.0,2025-05-04,0.1,Security,https://www.calcalistech.com/ctechnews/article/bjfqkgbglx,Unknown,322.0,Israel,5/5/2025,2025,5,Small,High
Beam,"Bristol, Non-U.S.",200.0,2025-05-01,1.0,Other,https://sifted.eu/articles/beam-robotics-shuts-down,Unknown,0.0,United Kingdom,5/3/2025,2025,5,Medium,
NetApp,SF Bay Area,700.0,2025-04-30,0.06,Data,https://blocksandfiles.com/2025/04/30/netapp-making-layoffs/,Post-IPO,0.0,United States,5/3/2025,2025,4,Medium,
Electronic Arts,SF Bay Area,300.0,2025-04-29,,Consumer,https://www.bloomberg.com/news/articles/2025-04-29/electronic-arts-lays-off-hundreds-cancels-titanfall-game,Post-IPO,2.0,United States,5/3/2025,2025,4,Medium,Low
Cars24,"Gurugram, Non-U.S.",200.0,2025-04-26,,Transportation,https://entrackr.com/exclusive/exclusive-cars24-lays-off-200-employees-9003193,Series G,1300.0,India,4/29/2025,2025,4,Medium,Very High
Cars24,"Gurugram, Non-U.S.",200.0,2025-04-26,,Transportation,https://inc42.com/buzz/cars24-lays-off-200-staff-in-restructuring-exercise/,Series G,1300.0,India,12/9/2025,2025,4,Medium,Very High
SambaNova,SF Bay Area,77.0,2025-04-25,0.15,AI,https://www.eetimes.com/sambanova-lays-off-15-of-workforce-to-refocus-on-inference/,Series D,1100.0,United States,5/3/2025,2025,4,Small,Very High
Meta,SF Bay Area,100.0,2025-04-24,,Consumer,https://www.bloomberg.com/news/articles/2025-04-24/meta-lays-off-more-than-100-staff-across-reality-labs-unit,Post-IPO,26000.0,United States,4/29/2025,2025,4,Small,Very High
Intel,Sacramento,22000.0,2025-04-23,0.2,Hardware,https://www.bloomberg.com/news/articles/2025-04-23/intel-to-announce-plans-this-week-to-cut-more-than-20-of-staff?srnd=homepage-americas,Post-IPO,12.0,United States,4/23/2025,2025,4,Massive,Low
Zopper,"Noida, Non-U.S.",100.0,2025-04-17,,Finance,https://inc42.com/buzz/elevation-capital-backed-zopper-fires-100-employees/,Series D,125.0,India,4/18/2025,2025,4,Small,Medium
Turo,SF Bay Area,150.0,2025-04-16,0.17,Transportation,https://www.bloomberg.com/news/articles/2025-04-16/car-rental-startup-turo-cuts-15-of-workers-after-icing-ipo,Series E,467.0,United States,4/16/2025,2025,4,Medium,High
AppLovin,SF Bay Area,97.0,2025-04-16,,Marketing,https://www.pocketgamer.biz/applovin-lays-off-97-staff/,Post-IPO,1600.0,United States,4/19/2025,2025,4,Small,Very High
Smashing,SF Bay Area,7.0,2025-04-16,1.0,Consumer,https://techcrunch.com/2025/04/16/smashing-the-reading-curation-app-by-goodreads-founder-shuts-down/,Seed,3.0,United States,4/18/2025,2025,4,Small,Low
GupShup,SF Bay Area,200.0,2025-04-15,,Other,https://inc42.com/buzz/exclusive-saas-unicorn-gupshup-fires-500-employees/,Series F,484.0,India,4/16/2025,2025,4,Medium,High
Forto,"Berlin, Non-U.S.",200.0,2025-04-12,,Logistics,https://www.businessinsider.de/gruenderszene/automotive-mobility/forto-entlassungen-gruende/,Series D,593.0,Germany,4/16/2025,2025,4,Medium,High
Five9,SF Bay Area,123.0,2025-04-03,0.04,Support,https://www.marketwatch.com/story/five9-to-cut-4-of-workforce-cd4da325,Post-IPO,862.0,United States,4/16/2025,2025,4,Medium,High
Automattic,SF Bay Area,281.0,2025-04-02,0.16,Other,https://techcrunch.com/2025/04/02/wordpress-maker-automattic-lays-off-16-of-staff/,Series E,986.0,United States,4/2/2025,2025,4,Medium,High
Canva,"Sydney, Non-U.S.",10.0,2025-04-02,,Consumer,https://www.afr.com/technology/canva-shocks-employees-with-ai-related-job-cuts-20250331-p5lo06,Unknown,2500.0,Australia,4/2/2025,2025,4,Small,Very High
Zomato,"Gurugram, Non-U.S.",600.0,2025-04-01,,Food,https://inc42.com/buzz/zomato-trims-600-jobs-amid-increasing-automation-quick-commerce-wars/,Series J,914.0,India,12/9/2025,2025,4,Medium,High
Northvolt,"Stockholm, Non-U.S.",2800.0,2025-03-31,0.62,Energy,https://sifted.eu/articles/northvolt-lays-off-half-of-staff-as-bankrupt-battery-maker-seeks-buyer,Unknown,13800.0,Sweden,4/1/2025,2025,3,Large,Very High
Palantir,Denver,120.0,2025-03-27,,Data,https://finance.yahoo.com/news/palantir-just-cut-over-60-192816370.html,Post-IPO,3000.0,United States,4/1/2025,2025,3,Medium,Very High
Block,SF Bay Area,931.0,2025-03-25,0.08,Finance,https://techcrunch.com/2025/03/25/read-the-email-jack-dorsey-sent-when-he-cut-931-of-blocks-staff/,Post-IPO,150.0,United States,3/26/2025,2025,3,Medium,Medium
Niantic,SF Bay Area,68.0,2025-03-25,,Other,https://www.sfgate.com/tech/article/niantic-spatial-layoffs-ferry-building-20240572.php,Series D,770.0,United States,3/27/2025,2025,3,Small,High
Prefect,Washington D.C.,20.0,2025-03-25,,Data,https://www.bizjournals.com/washington/inno/stories/profiles/2025/03/25/prefect-technologies-job-cuts-jeremiah-lowin.html,Series B,47.0,United States,3/27/2025,2025,3,Small,Low
Brightcove,Boston,198.0,2025-03-19,0.33,Marketing,https://www.boston.com/news/business/2025/03/19/boston-based-streaming-company-brightcove-to-lay-off-198-workers/,Acquired,145.0,United States,3/21/2025,2025,3,Medium,Medium
Acxiom,Little Rock,130.0,2025-03-19,0.03,Marketing,https://adage.com/article/agency-news/acxiom-lays-35-staff-more-130-employees/2606146,Post-IPO,0.0,United States,3/21/2025,2025,3,Medium,
HelloFresh,SF Bay Area,273.0,2025-03-17,,Food,https://www.grocerydive.com/news/hellofresh-close-texas-distribution-centers-cut-nearly-300-jobs/742616/,Post-IPO,367.0,United States,3/18/2025,2025,3,Medium,High
Otorio,"Tel Aviv, Non-U.S.",45.0,2025-03-17,0.56,Security,https://www.calcalistech.com/ctechnews/article/sjz9nob2jl,Acquired,0.0,Israel,3/18/2025,2025,3,Small,
ActiveFence,New York City,22.0,2025-03-13,0.07,Security,https://www.calcalistech.com/ctechnews/article/hjvqbqg3jx,Series B,100.0,United States,3/14/2025,2025,3,Small,Medium
D-ID,"Tel Aviv, Non-U.S.",22.0,2025-03-10,0.25,AI,https://www.calcalistech.com/ctechnews/article/bjrzoinjjg,Series B,48.0,Israel,3/12/2025,2025,3,Small,Low
Wayfair ,Boston,340.0,2025-03-07,,Retail,https://finance.yahoo.com/news/retailer-wayfair-restructures-technology-team-135556649.html,Post-IPO,1700.0,Germany,3/7/2025,2025,3,Medium,Very High
Hewlett Packard Enterprise,SF Bay Area,2500.0,2025-03-06,0.05,Hardware,https://www.cnbc.com/2025/03/06/hewlett-packard-enterprise-hpe-q1-earnings-report-2025.html,Post-IPO,1400.0,United States,3/7/2025,2025,3,Large,Very High
TikTok,"Dublin, Non-U.S.",300.0,2025-03-06,,Consumer,https://www.rte.ie/news/ireland/2025/0306/1500535-tik-tok-ireland/,Acquired,0.0,Ireland,3/7/2025,2025,3,Medium,
LiveRamp,SF Bay Area,65.0,2025-03-05,0.05,Marketing,https://www.benzinga.com/news/guidance/25/03/44189581/saas-company-liveramp-lays-off-5-of-full-time-workforce-amid-strategic-restructuring,Post-IPO,16.0,United States,3/7/2025,2025,3,Small,Low
Ola Electric,"Bengaluru, Non-U.S.",1000.0,2025-03-03,,Transportation,https://inc42.com/buzz/ola-electric-to-cut-over-1k-jobs-amid-rising-losses-report/,Post-IPO,1700.0,India,3/5/2025,2025,3,Medium,Very High
HP,SF Bay Area,4000.0,2025-02-28,0.1,Hardware,https://www.sfchronicle.com/tech/article/hp-job-cuts-tariff-concerns-20193141.php,Post-IPO,0.0,United States,11/27/2025,2025,2,Large,
Grubhub,SF Bay Area,500.0,2025-02-28,0.23,Food,https://www.reuters.com/technology/food-delivery-company-grubhub-lay-off-500-positions-2025-02-28/,Acquired,284.0,United States,3/1/2025,2025,2,Medium,High
Autodesk,SF Bay Area,1350.0,2025-02-27,0.09,Other,https://www.cnbc.com/2025/02/27/autodesk-says-it-will-cut-1350-employees.html,Post-IPO,0.0,United States,2/28/2025,2025,2,Large,
Digimarc,Portland,90.0,2025-02-27,0.4,Other,https://www.oregonlive.com/silicon-forest/2025/02/digimarc-shares-plunge-as-oregon-company-lays-off-40-of-its-staff.html,Post-IPO,105.0,United States,3/5/2025,2025,2,Small,Medium
Flywire,Boston,125.0,2025-02-26,,Finance,https://www.bostonglobe.com/2025/02/26/business/student-visa-cutback-flywire-stock-price/,Series E,263.0,United States,3/1/2025,2025,2,Medium,High
eBay,"Tel Aviv, Non-U.S.",20.0,2025-02-26,,Retail,https://www.calcalistech.com/ctechnews/article/bjgsl8n9yl,Post-IPO,1200.0,Israel,2/28/2025,2025,2,Small,Very High
Skybox Security,SF Bay Area,300.0,2025-02-24,1.0,Security,https://www.calcalistech.com/ctechnews/article/s1wi4rc5yl,Private Equity,335.0,United States,2/26/2025,2025,2,Medium,High
Ibotta,Denver,70.0,2025-02-22,0.08,Retail,https://coloradosun.com/2025/02/22/fired-federal-workers-eligible-colorado-unemployment-benefits/#h-other-working-bits,Post-IPO,93.0,United States,2/24/2025,2025,2,Small,Medium
Zendesk,SF Bay Area,51.0,2025-02-21,,Support,https://www.kron4.com/news/bay-area/zendesk-lays-off-dozens-of-employees-at-sf-headquarters/,Acquired,85.0,United States,2/21/2025,2025,2,Small,Medium
SeatGeek,New York City,150.0,2025-02-20,0.15,Consumer,https://www.theticketingbusiness.com/2025/02/20/seatgeek-to-slash-headcount-by-15-outgoing-employees-claim/,Series E,400.0,United States,2/21/2025,2025,2,Medium,High
Vendease,"Lagos, Non-U.S.",120.0,2025-02-19,0.44,Food,https://techcabal.com/2025/02/19/vendease-second-layoffs/,Series A,43.0,Nigeria,2/21/2025,2025,2,Medium,Low
Logically,"Manchester, Non-U.S.",40.0,2025-02-17,0.2,AI,https://sifted.eu/articles/anti-misinformation-startup-logically-lays-off-dozens-in-global-cost-cutting-drive,Series A,37.0,United Kingdom,2/18/2025,2025,2,Small,Low
Blue Origin,Seattle,1000.0,2025-02-13,0.1,Aerospace,https://www.cnn.com/2025/02/13/science/blue-origin-employee-layoffs/index.html,Unknown,167.0,United States,2/15/2025,2025,2,Medium,Medium
Metro Africa Xpress,"Lagos, Non-U.S.",150.0,2025-02-13,,Logistics,https://techcabal.com/2025/02/13/max-laid-off-150-employees/,Unknown,64.0,Nigeria,3/28/2025,2025,2,Medium,Medium
Redfin,Seattle,450.0,2025-02-12,,Real Estate,https://www.realestatenews.com/2025/02/12/redfin-to-cut-450-roles-following-zillow-rentals-deal,Post-IPO,320.0,United States,2/18/2025,2025,2,Medium,High
Zepz,"London, Non-U.S.",200.0,2025-02-12,0.2,Finance,https://www.cnbc.com/2025/02/12/fintech-unicorn-zepz-to-lay-off-200-employees-sources-say.html,Series E,700.0,United Kingdom,2/12/2025,2025,2,Medium,High
Meta,SF Bay Area,3600.0,2025-02-10,0.05,Consumer,https://finance.yahoo.com/news/mark-zuckerberg-warned-employees-prepare-174916671.html,Post-IPO,26000.0,United States,1/16/2025,2025,2,Large,Very High
Wise,Tampa Bay,300.0,2025-02-10,,Finance,https://www.tampabay.com/news/business/2025/02/10/wise-close-tampa-offices-cutting-more-than-300-jobs/,Post-IPO,300.0,United States,2/26/2025,2025,2,Medium,High
Justworks,New York City,200.0,2025-02-10,,HR,https://www.justworks.com/press/company-news/a-note-from-justworks-ceo-mike-seckler,Unknown,160.0,United States,2/11/2025,2025,2,Medium,Medium
MessageBird,"Amsterdam, Non-U.S.",120.0,2025-02-10,0.33,Other,https://techcrunch.com/2025/02/10/bird-cuts-120-jobs-as-part-of-strategic-realignment/,Series C,1100.0,Netherlands,2/11/2025,2025,2,Medium,Very High
Sprinklr,New York City,500.0,2025-02-06,0.15,Support,https://techcrunch.com/2025/02/06/sprinklr-cuts-500-employees-citing-underwhelming-business-performance/,Post-IPO,429.0,United States,2/8/2025,2025,2,Medium,High
Workday,SF Bay Area,1750.0,2025-02-05,0.08,HR,https://www.cnbc.com/2025/02/05/workday-to-cut-1750-jobs-in-ai-push.html,Post-IPO,230.0,United States,2/5/2025,2025,2,Large,High
Outbrain,New York City,200.0,2025-02-05,,Marketing,https://www.calcalistech.com/ctechnews/article/rkxxve11yyl,Post-IPO,394.0,United States,2/5/2025,2025,2,Medium,High
Sonos,Santa Barbara,200.0,2025-02-05,0.12,Consumer,https://www.theverge.com/news/607022/sonos-february-layoffs-app-problems,Post-IPO,455.2,United States,2/5/2025,2025,2,Medium,High
SRTX,"Montreal, Non-U.S.",140.0,2025-02-05,,Manufacturing,https://substack.com/inbox/post/156526787,Unknown,151.0,Canada,2/5/2025,2025,2,Medium,Medium
Tabnine,"Tel Aviv, Non-U.S.",15.0,2025-02-05,0.18,AI,https://www.calcalistech.com/ctechnews/article/h1jlmiek1l,Series B,57.0,Israel,2/6/2025,2025,2,Small,Medium
Hugging Face,New York City,10.0,2025-02-05,0.04,AI,https://www.theinformation.com/briefings/hugging-face-lays-off-4-of-staff,Series D,395.0,United States,2/6/2025,2025,2,Small,High
Cruise,SF Bay Area,1000.0,2025-02-04,0.5,Transportation,https://techcrunch.com/2025/02/04/cruise-to-slash-workforce-by-50-after-gm-cuts-funding-to-robotaxi-operations/,Acquired,15000.0,United States,2/4/2025,2025,2,Medium,Very High
Okta,SF Bay Area,180.0,2025-02-04,0.03,Security,https://techcrunch.com/2025/02/04/okta-lays-off-180-employees-nearly-one-year-after-last-workforce-reduction/,Post-IPO,1200.0,United States,2/4/2025,2025,2,Medium,Very High
AppsFlyer,SF Bay Area,100.0,2025-02-04,0.07,Data,https://www.calcalistech.com/ctechnews/article/hjfbxkkt1e,Unknown,293.0,United States,2/4/2025,2025,2,Small,High
Asana,SF Bay Area,100.0,2025-02-04,,Other,Internal memo,Post-IPO,453.0,United States,2/5/2025,2025,2,Small,High
TripAdvisor,Boston,75.0,2025-02-04,,Travel,https://skift.com/2025/02/04/tripadvisor-fires-more-than-150-employees-and-contractors-scoop/,Post-IPO,3.0,United States,2/5/2025,2025,2,Small,Low
Intel,Sacramento,58.0,2025-02-04,,Hardware,https://folsomtimes.com/intel-announces-another-58-layoffs-for-folsom-campus/,Post-IPO,12.0,United States,2/21/2025,2025,2,Small,Low
Innoviz,"Tel Aviv, Non-U.S.",40.0,2025-02-04,0.09,Transportation,https://www.calcalistech.com/ctechnews/article/hydnmjjkjx,Post-IPO,547.0,Israel,12/8/2025,2025,2,Small,High
Salesforce,SF Bay Area,1000.0,2025-02-03,0.01,Sales,https://finance.yahoo.com/news/salesforce-cut-1-000-roles-002028643.html,Post-IPO,65.0,United States,2/4/2025,2025,2,Medium,Medium
Sure,New York City,70.0,2025-02-03,,Finance,https://www.theinsurer.com/ti/news/embedded-insurtech-sure-slashes-headcount-by-around-70-amid-latest-fundraising-2025-02-03/,Series C,123.0,United States,2/5/2025,2025,2,Small,Medium
Placer.ai,SF Bay Area,150.0,2025-01-29,0.18,Data,https://www.calcalistech.com/ctechnews/article/sj6ptuddye,Unknown,267.0,United States,1/30/2025,2025,1,Medium,High
Digital River,Minneapolis,122.0,2025-01-28,,Retail,https://www.startribune.com/digital-river-ecommerce-close-layoff-shut-down-microsoft-online-shop/601213069,Private Equity,50.0,United States,2/2/2025,2025,1,Medium,Low
Aurora Labs,"Tel Aviv, Non-U.S.",45.0,2025-01-27,0.6,Transportation,https://www.calcalistech.com/ctechnews/article/rjh2d64ukx,Series C,97.0,Israel,12/8/2025,2025,1,Small,Medium
Stripe,SF Bay Area,300.0,2025-01-21,0.03,Finance,https://www.businessinsider.com/stripe-layoffs-staff-payments-memo-2025-1,Series I,8700.0,United States,1/21/2025,2025,1,Medium,Very High
Unbabel,"Lisbon, Non-U.S.",66.0,2025-01-20,0.25,Support,https://observador.pt/2025/01/20/unbabel-reduz-equipa-tecnologica-portuguesa-fala-processo-de-reestruturacao-em-curso/,Series C,91.0,Portugal,1/29/2025,2025,1,Small,Medium
Chrono24,"Karlsruhe, Non-U.S.",110.0,2025-01-16,0.24,Retail,https://usa.watchpro.com/chrono24-reboot-begins-with-one-in-four-workers-cut/,Series C,205.0,Germany,1/17/2025,2025,1,Medium,High
Pocket FM,"Bengaluru, Non-U.S.",75.0,2025-01-16,,Media,https://yourstory.com/2025/01/pocketfm-75-employees-pushes-toward-profitability,Series D,212.0,India,1/21/2025,2025,1,Small,High
Aurora Solar,SF Bay Area,58.0,2025-01-16,,Energy,https://www.sfexaminer.com/news/technology/sf-green-tech-startup-aurora-solar-laying-off-dozens-again/article_a5fc0dbc-d450-11ef-95d2-03eab04fe214.html,Series D,523.0,United States,1/17/2025,2025,1,Small,High
HeyJobs,"Berlin, Non-U.S.",90.0,2025-01-15,,Recruiting,https://aimgroup.com/2025/01/15/heyjobs-axes-90-workers-shuts-two-locations-anonymous-sources/,Series B,62.0,Germany,2/2/2025,2025,1,Small,Medium
AppLovin,SF Bay Area,89.0,2025-01-15,,Marketing,https://www.pocketgamer.biz/applovin-lays-off-97-staff/,Post-IPO,1600.0,United States,4/19/2025,2025,1,Small,Very High
ShareChat,"Bengaluru, Non-U.S.",27.0,2025-01-15,0.05,Marketing,https://entrackr.com/news/sharechat-cuts-5-jobs-as-part-of-performance-review-cycle-8623795,Series D,222.0,India,1/16/2025,2025,1,Small,High
Textio,Seattle,15.0,2025-01-15,,Recruiting,https://www.geekwire.com/2025/augmented-writing-startup-textio-lays-off-more-employees-will-invest-in-different-mix-of-roles/,Unknown,42.0,United States,1/17/2025,2025,1,Small,Low
Wayfair,"Berlin, Non-U.S.",730.0,2025-01-10,0.03,Retail,https://www.cnbc.com/2025/01/10/wayfair-to-exit-germany-cut-730-jobs-in-latest-layoffs.html,Post-IPO,1700.0,Germany,1/12/2025,2025,1,Medium,Very High
Pandion,Seattle,63.0,2025-01-10,1.0,Logistics,https://www.geekwire.com/2025/heavily-funded-pandion-delivery-startup-closes-abruptly-in-latest-logistics-industry-fallout/,Series B,76.0,United States,1/12/2025,2025,1,Small,Medium
Icon,Austin,114.0,2025-01-09,,Construction,https://www.statesman.com/story/business/2025/01/09/icon-layoffs-austin-texas-3d-printing-company-100-employees/77573345007/,Series B,451.0,United States,1/12/2025,2025,1,Medium,High
Redfin,Seattle,46.0,2025-01-09,,Real Estate,https://www.geekwire.com/2025/redfin-lays-off-46-employees-in-latest-cuts-at-seattle-real-estate-company/,Post-IPO,320.0,United States,1/15/2025,2025,1,Small,High
Altruist,SF Bay Area,37.0,2025-01-07,0.1,Finance,https://riabiz.com/a/2025/1/7/altruist-lays-off-10-of-its-staff-despite-300-revenue-jump-to-get-best-possible-people-as-aggressive-hiring-continues-says-ceo,Series E,449.0,United States,1/8/2025,2025,1,Small,High
SolarEdge,"Tel Aviv, Non-U.S.",400.0,2025-01-06,,Energy,https://www.reuters.com/business/energy/solaredge-technologies-lay-off-400-employees-globally-2025-01-06/,Post-IPO,155.0,Israel,1/8/2025,2025,1,Medium,Medium
GupShup,SF Bay Area,300.0,2024-12-31,,Other,https://inc42.com/buzz/exclusive-saas-unicorn-gupshup-fires-500-employees/,Series F,484.0,India,4/16/2025,2024,12,Medium,High
Bench,"Vancouver, Non-U.S.",450.0,2024-12-27,1.0,Finance,https://techcrunch.com/2024/12/27/bench-shuts-down-leaving-thousands-of-businesses-without-access-to-accounting-and-tax-docs/,Series C,109.0,Canada,12/28/2024,2024,12,Medium,Medium
Lilium,"Munich, Non-U.S.",1000.0,2024-12-23,1.0,Aerospace,https://techcrunch.com/2024/12/23/electric-aircraft-startup-lilium-ceases-operations-1000-workers-laid-off/,Post-IPO,1400.0,Germany,12/28/2024,2024,12,Medium,Very High
Foundry,Rochester,74.0,2024-12-11,0.27,Crypto,https://coingeek.com/foundry-lays-off-staff-as-marathon-hive-expand/,Subsidiary,0.0,United States,12/13/2024,2024,12,Small,
Calendly,Atlanta,70.0,2024-12-11,0.13,Other,https://finance.yahoo.com/news/read-memo-calendlys-ceo-sent-133038639.html,Series B,351.0,United States,12/13/2024,2024,12,Small,High
Canoo,Los Angeles,20.0,2024-12-11,,Transportation,https://eletric-vehicles.com/canoo/canoo-initiates-layoffs-as-bankruptcy-looms/,Post-IPO,300.0,United States,12/13/2024,2024,12,Small,High
Bluevine,"Tel Aviv, Non-U.S.",100.0,2024-12-10,0.18,Finance,https://www.calcalistech.com/ctechnews/article/bkfccpr4kx,Unknown,769.0,Israel,12/11/2024,2024,12,Small,High
Carousell,"Singapore, Non-U.S.",76.0,2024-12-06,0.07,Retail,https://www.channelnewsasia.com/singapore/carousell-layoffs-december-2024-76-roles-strategic-market-resources-4791261,Unknown,375.0,Singapore,12/7/2024,2024,12,Small,High
Circle,Boston,50.0,2024-12-05,0.06,Crypto,https://www.coindesk.com/business/2024/12/05/usdc-issuer-circle-makes-layoffs-as-part-of-operations-review-bloomberg,Private Equity,1100.0,United States,12/7/2024,2024,12,Small,Very High
Stash,New York City,88.0,2024-12-04,0.4,Finance,https://fortune.com/2024/12/04/stash-fintech-layoffs-ceo-departure-acquisition/,Unknown,480.0,United States,12/7/2024,2024,12,Small,High
Booking Holdings,Norwalk,60.0,2024-12-04,,Travel,https://skift.com/2024/12/04/booking-holdings-laid-off-60-employees-at-b2b-arm-as-it-resets-priorities/,Post-IPO,2800.0,United States,12/7/2024,2024,12,Small,Very High
